,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat
535,3,31,34,0,9,105,4,7,0,1,4,1
536,2,67,40,1,10,80,4,8,0,1,2,3
537,3,55,45,0,8,36,2,9,0,0,3,1
538,3,19,50,0,7,112,4,3,0,1,1,1
539,1,39,34,1,11,55,4,10,0,1,4,4
540,2,52,35,1,8,40,4,1,0,0,2,4
541,3,55,37,1,15,23,2,0,0,1,5,1
542,2,25,62,0,27,28,4,33,1,1,1,3
543,3,33,58,0,12,21,2,23,1,1,1,3
544,2,48,35,0,5,63,4,12,0,0,2,4
545,2,48,31,1,12,52,4,3,0,0,3,4
546,2,49,57,0,3,189,1,31,0,1,3,3
547,3,54,32,1,0,50,1,15,0,0,3,3
548,1,45,32,1,9,23,1,15,0,0,4,3
549,3,4,37,1,1,33,2,15,0,1,5,1
550,3,49,27,1,3,29,3,6,0,1,3,2
551,2,23,35,0,2,96,3,4,0,0,1,1
552,2,31,44,0,23,80,5,15,0,0,1,1
553,2,55,44,1,2,68,2,15,0,0,5,3
554,1,9,28,0,7,30,1,4,0,1,6,1
555,2,55,57,1,25,34,2,12,0,0,3,3
556,1,34,30,0,3,35,2,2,0,1,3,2
557,1,10,23,0,4,36,2,1,0,0,3,1
558,2,62,76,0,20,35,3,18,1,1,1,3
559,2,51,36,0,13,62,3,9,0,0,2,2
560,1,65,48,0,28,94,1,25,0,0,1,3
561,3,53,33,0,1,60,1,6,0,0,2,1
562,1,23,35,0,4,118,2,11,0,0,1,1
563,3,1,30,0,3,135,4,3,0,0,3,1
564,3,66,55,0,20,80,2,24,0,1,1,3
565,3,8,27,1,0,21,3,3,0,1,2,1
566,3,18,28,1,3,22,1,2,0,1,5,1
567,3,36,32,1,3,63,4,7,0,0,4,4
568,1,13,40,0,16,142,2,18,0,1,1,1
569,3,4,44,0,15,32,3,0,0,1,1,1
570,3,20,32,0,10,19,3,5,0,0,1,1
571,1,66,39,1,12,60,4,10,0,0,3,4
572,3,67,47,1,7,97,1,23,0,0,4,3
573,1,11,24,1,0,31,2,3,0,1,4,1
574,1,6,26,0,7,30,3,1,0,1,2,1
575,2,13,23,1,4,31,1,5,0,1,4,1
576,2,2,29,1,3,44,2,9,0,1,6,1
577,1,4,40,0,12,38,2,5,0,0,1,1
578,1,34,63,1,10,23,2,0,0,1,2,1
579,1,13,34,1,6,37,3,6,0,0,4,1
580,2,37,40,1,14,26,2,0,0,0,5,3
581,1,45,30,1,8,38,2,5,0,0,6,3
582,2,71,70,0,30,153,3,34,1,1,1,3
583,1,35,40,0,5,49,1,20,0,1,1,3
584,3,44,41,0,21,51,3,7,0,0,1,1
585,3,44,45,1,19,88,1,21,0,0,2,3
586,1,26,41,1,20,19,1,0,0,1,6,1
587,2,42,46,1,9,31,1,12,0,1,3,1
588,2,41,47,1,6,90,2,19,0,0,3,3
589,1,31,24,1,3,14,1,0,0,0,4,3
590,3,62,63,0,43,341,2,30,0,0,1,3
591,1,12,23,1,2,24,4,0,0,1,8,4
592,2,45,49,1,27,81,2,7,0,1,4,1
593,1,47,34,1,4,63,2,13,0,1,4,3
594,2,23,22,1,1,27,1,4,0,0,5,3
595,3,39,34,0,4,20,5,3,0,1,1,4
596,2,19,26,0,2,48,3,0,0,0,2,1
597,1,13,54,0,12,121,4,23,0,0,1,1
598,2,5,33,0,6,39,3,4,0,0,3,1
599,2,11,19,0,0,21,2,0,0,0,1,1
600,3,4,32,0,2,53,4,5,0,0,1,1
601,3,17,42,0,8,58,1,23,0,0,1,1
602,2,7,27,0,3,39,3,2,0,0,1,1
603,1,19,65,0,3,108,1,33,0,0,3,3
604,2,32,34,1,0,38,1,10,0,0,4,3
605,2,53,51,0,31,245,4,0,0,0,1,4
606,1,51,38,0,19,51,1,18,0,1,1,3
607,1,35,34,0,7,78,4,10,0,1,1,2
608,1,3,31,1,4,23,4,4,0,0,5,4
609,1,22,48,0,7,88,4,12,0,0,1,1
610,3,17,21,1,0,25,2,1,0,1,3,1
611,2,68,39,0,20,73,2,16,0,1,1,3
612,2,27,41,1,7,62,4,15,0,1,2,3
613,3,68,52,1,8,456,3,30,0,1,4,3
614,3,56,42,1,10,24,2,5,0,0,2,3
615,3,11,32,0,8,23,2,0,0,1,1,1
616,3,5,47,0,7,46,1,6,0,1,1,1
617,3,16,50,0,5,263,2,29,0,1,3,3
618,2,59,30,0,2,34,4,2,0,1,1,2
619,1,60,64,0,14,33,2,13,1,0,1,3
620,3,55,47,0,11,37,1,11,0,0,1,1
621,1,18,56,0,22,296,2,25,0,0,1,3
622,2,16,22,0,0,26,3,0,0,1,3,1
623,1,35,57,1,32,47,4,12,0,0,2,2
624,3,31,23,1,1,31,3,1,0,1,2,1
625,2,20,49,1,5,264,2,29,0,1,2,3
626,2,16,27,0,5,41,4,2,0,1,1,2
627,2,69,48,1,27,55,2,4,0,0,2,3
628,3,69,66,1,31,49,2,15,0,0,2,3
629,2,27,24,1,3,26,1,7,0,1,4,1
630,3,48,39,0,20,110,4,9,0,0,1,1
631,1,18,52,1,20,66,1,19,0,1,2,3
632,2,24,40,1,4,39,3,5,0,1,2,3
633,2,17,42,0,6,31,2,2,0,0,1,1
634,2,9,24,1,3,26,4,1,0,1,3,1
635,2,15,46,0,5,232,4,15,0,1,2,1
636,1,62,37,1,10,43,4,1,0,1,3,4
637,1,9,41,0,12,39,4,3,0,0,1,1
638,2,71,41,1,10,73,2,23,0,1,2,2
639,2,62,59,1,37,74,1,20,0,0,2,2
640,2,20,38,0,19,237,4,13,0,0,1,1
641,1,19,33,1,11,22,1,3,0,0,5,1
642,2,49,61,1,28,21,1,8,0,0,2,3
643,3,3,64,0,3,9,2,6,1,0,1,1
644,1,33,36,0,2,41,5,10,0,0,1,4
645,2,38,44,0,1,50,4,7,0,1,1,2
646,3,42,48,1,14,27,3,5,0,1,3,4
647,1,11,26,0,2,53,3,3,0,0,1,1
648,3,27,28,1,0,58,3,0,0,0,2,4
649,3,23,50,0,1,151,4,8,0,1,1,1
650,2,4,38,1,13,54,2,4,0,0,2,3
651,3,36,42,0,5,31,1,4,0,1,1,1
652,2,37,42,0,10,115,1,22,0,1,1,3
653,3,24,58,1,30,24,1,5,0,0,2,3
654,3,4,24,0,1,17,2,2,0,0,3,1
655,3,54,33,0,5,47,2,13,0,1,2,2
656,3,7,49,0,8,36,1,0,0,1,1,1
657,1,10,28,0,9,75,4,1,0,0,1,1
658,3,24,35,1,10,41,5,6,0,1,2,4
659,3,12,31,0,8,18,4,4,0,0,1,1
660,2,45,54,0,25,171,3,33,0,1,1,3
661,3,59,55,1,29,42,3,21,0,1,2,4
662,1,3,21,1,1,36,3,0,0,1,4,1
663,3,8,35,0,6,31,5,7,0,0,1,1
664,1,16,59,0,5,207,2,37,0,1,2,3
665,3,32,33,0,1,38,1,12,0,1,1,1
666,1,8,49,0,14,134,4,9,0,1,1,1
667,1,9,28,1,8,28,3,4,0,0,3,1
668,2,12,19,1,0,15,2,0,0,1,4,1
669,2,24,43,1,15,48,4,4,0,0,6,4
670,3,72,75,0,48,14,2,6,1,1,1,3
671,3,58,61,0,42,101,4,18,0,1,1,4
672,1,70,44,1,24,87,2,18,0,0,3,2
673,3,9,25,0,3,27,1,4,0,1,1,1
674,1,49,25,0,1,27,5,0,0,1,1,2
675,3,52,54,0,7,59,3,22,0,0,1,1
676,1,10,42,1,10,294,4,9,0,1,6,4
677,1,14,52,1,2,44,3,5,0,0,2,3
678,1,19,27,1,3,35,2,4,0,0,6,1
679,3,12,36,1,4,205,4,10,0,1,4,4
680,1,65,59,0,27,732,3,31,0,1,1,3
681,1,67,40,1,14,59,3,11,0,0,2,2
682,2,29,24,1,3,23,1,7,0,0,2,1
683,3,55,46,0,8,87,2,19,0,1,1,3
684,3,71,67,1,25,110,1,23,0,1,2,2
685,3,5,44,1,2,83,3,14,0,1,3,1
686,3,60,58,0,0,63,4,21,0,1,3,3
687,2,10,40,0,6,22,3,6,0,1,1,1
688,3,52,64,0,44,43,3,7,0,0,1,3
689,2,61,43,1,22,35,2,11,0,0,3,3
690,1,61,29,1,5,48,2,11,0,0,4,1
691,2,67,47,1,19,69,3,12,0,0,3,3
692,3,41,42,1,12,26,4,5,0,0,4,4
693,1,30,28,0,1,20,1,8,0,1,1,1
694,1,24,46,0,12,43,2,6,0,0,1,1
695,1,72,75,0,37,33,1,44,1,1,1,3
696,2,17,35,0,7,66,2,11,0,0,1,1
697,2,65,72,0,46,12,2,0,1,0,1,3
698,1,15,30,1,8,90,2,11,0,0,5,3
699,1,34,33,0,8,35,3,2,0,1,1,2
700,1,26,43,0,23,51,5,4,0,1,1,2
701,2,36,45,0,22,117,3,15,0,1,1,2
702,1,60,48,0,29,100,2,26,0,1,1,3
703,1,16,54,0,20,147,1,29,0,0,4,3
704,2,1,33,0,5,53,4,6,0,1,1,1
705,3,56,30,1,9,57,5,2,0,0,4,4
706,2,6,50,0,5,37,2,0,0,0,1,1
707,2,48,34,0,7,42,3,2,0,1,1,2
708,2,34,36,1,17,50,1,4,0,0,2,3
709,2,54,42,1,0,55,4,2,0,0,5,4
710,3,38,31,1,2,42,2,7,0,1,4,1
711,2,25,55,0,15,37,1,7,0,1,1,1
712,1,47,69,1,17,228,3,39,0,1,4,3
713,1,72,62,1,35,163,5,31,0,0,2,2
714,2,6,35,1,6,28,4,3,0,1,3,4
715,1,30,51,1,9,118,5,21,0,1,2,2
716,1,65,70,1,9,115,2,39,1,1,2,3
717,1,22,44,1,19,37,4,1,0,0,2,2
718,1,60,53,0,32,93,1,28,0,0,1,3
719,2,19,32,0,12,71,4,5,0,1,1,1
720,3,18,25,0,4,26,2,7,0,1,3,3
721,1,9,37,1,10,14,4,5,0,1,6,4
722,1,1,34,1,6,18,1,0,0,1,2,1
723,3,10,28,1,2,36,4,0,0,1,3,1
724,3,45,34,1,14,43,4,0,0,0,4,4
725,1,25,28,1,6,41,4,4,0,1,4,4
726,3,66,39,0,1,66,2,15,0,1,1,2
727,1,27,67,0,1,33,4,19,1,1,1,3
728,1,19,41,0,5,53,4,6,0,0,1,1
729,2,17,41,1,9,28,4,3,0,0,6,4
730,2,16,36,0,13,58,4,4,0,0,1,1
731,1,8,42,1,2,129,4,17,0,1,3,4
732,1,3,25,0,0,65,4,0,0,1,1,4
733,3,59,57,0,26,311,3,36,0,1,1,3
734,2,45,37,0,2,57,3,14,0,1,1,2
735,1,66,62,0,31,47,2,4,0,1,1,2
736,3,28,50,1,7,25,1,3,0,0,2,3
737,1,15,38,1,11,46,5,11,0,0,3,4
738,3,39,34,1,10,51,3,13,0,1,4,2
739,3,38,33,0,4,19,2,5,0,1,2,1
740,3,34,29,0,5,26,3,4,0,1,2,3
741,3,60,57,1,18,72,5,30,1,0,2,3
742,3,72,65,1,33,71,1,41,1,1,4,3
743,1,42,42,1,9,41,2,13,0,0,8,3
744,3,32,37,0,9,44,2,7,0,0,1,1
745,3,48,50,1,4,208,4,19,0,1,2,2
746,3,63,37,1,1,45,4,9,0,1,6,2
747,3,45,27,1,3,39,3,2,0,0,4,4
748,2,68,42,0,16,89,4,12,0,0,1,2
749,1,6,29,1,4,19,2,5,0,1,2,3
750,1,68,57,1,33,15,2,0,0,1,2,3
751,3,72,68,1,26,59,2,36,1,1,2,3
752,3,53,38,1,15,20,3,6,0,1,4,2
753,3,20,51,1,11,27,4,6,0,0,3,4
754,2,70,35,1,4,48,2,9,0,0,3,2
755,3,32,47,0,25,135,2,6,0,1,1,1
756,2,61,52,1,23,19,1,0,0,0,2,1
757,1,24,25,1,3,28,4,0,0,0,3,4
758,2,56,61,1,14,12,1,16,1,1,2,3
759,3,54,59,0,28,28,2,15,0,0,1,3
760,3,43,38,1,7,18,3,8,0,1,3,2
761,1,19,35,0,7,58,3,5,0,1,1,1
762,3,5,43,0,16,72,3,17,0,1,1,1
763,1,24,61,1,6,112,4,3,0,1,4,3
764,3,62,35,1,2,28,2,8,0,1,2,3
765,2,14,40,0,13,398,5,11,0,1,1,4
766,3,60,48,1,22,106,3,21,0,1,3,4
767,2,30,74,1,12,10,1,3,1,1,2,3
768,1,40,42,1,16,108,3,17,0,0,4,3
769,2,42,50,1,17,85,2,15,0,1,4,1
770,1,20,34,0,14,51,3,9,0,1,1,1
771,1,4,22,1,1,22,2,2,0,1,3,1
772,2,44,49,1,2,66,2,8,0,1,4,1
773,3,49,63,0,18,10,2,2,1,0,1,3
774,3,5,36,1,2,34,1,4,0,1,2,1
775,3,70,50,1,29,67,1,22,0,0,4,3
776,1,30,57,1,16,19,1,1,0,0,4,3
777,2,28,48,0,20,128,4,4,0,1,1,1
778,1,5,28,1,3,39,5,1,0,0,6,4
779,2,27,35,0,12,56,1,3,0,1,1,1
780,2,17,39,0,12,45,4,10,0,1,1,1
781,1,4,37,1,8,25,1,1,0,1,5,1
782,1,30,23,1,0,24,2,1,0,1,4,1
783,3,71,40,1,19,53,4,14,0,1,2,4
784,3,67,77,0,55,49,1,45,1,1,1,3
785,3,24,48,1,3,38,1,16,0,1,2,1
786,1,24,54,1,7,84,3,10,0,1,2,3
787,2,59,54,0,32,126,1,22,0,1,1,3
788,3,59,32,0,9,73,4,5,0,0,1,1
789,3,44,37,1,1,41,4,8,0,1,6,2
790,1,19,31,1,0,22,4,2,0,0,3,4
791,2,58,46,1,23,23,1,2,0,1,2,3
792,1,41,53,1,22,94,2,25,0,0,2,2
793,2,16,33,0,1,30,3,7,0,0,4,4
794,3,13,36,0,11,31,2,0,0,0,1,1
795,1,60,53,0,22,171,1,37,0,1,1,3
796,2,72,49,1,23,102,1,27,0,1,6,3
797,2,33,39,0,17,27,4,3,0,1,1,1
798,2,72,45,1,25,98,4,20,0,1,2,3
799,1,66,54,1,8,591,4,25,0,1,2,3
800,3,53,37,1,7,25,1,2,0,1,6,1
801,2,22,28,1,0,36,4,0,0,0,4,4
802,2,14,26,1,1,25,2,0,0,1,3,1
803,1,52,49,0,18,69,2,13,0,1,2,3
804,3,33,30,1,5,22,1,0,0,0,2,3
805,3,72,66,0,26,67,2,37,1,1,1,3
806,1,40,40,1,3,73,4,12,0,1,4,4
807,2,29,26,0,1,22,4,2,0,1,1,2
808,3,63,67,0,22,9,2,12,1,0,1,3
809,2,56,54,0,25,147,3,31,0,1,1,3
810,3,60,50,1,26,239,2,19,0,1,2,3
811,3,28,22,1,3,23,3,1,0,0,5,2
812,2,39,39,0,19,29,4,6,0,0,1,2
813,3,65,39,1,18,32,2,15,0,0,4,3
814,3,29,31,0,7,30,3,7,0,1,1,1
815,3,28,36,0,8,57,2,13,0,1,2,1
816,1,2,18,0,0,20,2,0,0,0,1,1
817,3,67,52,0,13,248,2,20,0,1,3,2
818,3,5,35,1,9,59,3,8,0,1,5,1
819,3,48,35,0,10,24,2,6,0,0,1,1
820,2,10,26,1,4,25,1,4,0,1,3,1
821,2,17,28,0,3,37,3,2,0,1,1,1
822,1,21,24,1,0,30,4,0,0,1,5,4
823,2,25,51,0,9,66,4,13,0,0,2,1
824,3,44,31,0,8,16,1,3,0,0,1,1
825,2,59,49,0,28,429,4,23,0,1,2,3
826,2,11,26,0,7,20,2,4,0,0,1,1
827,2,50,68,1,32,262,3,28,0,0,2,2
828,3,23,25,1,2,28,3,1,0,1,5,1
829,1,17,19,0,0,18,2,0,0,1,2,3
830,1,15,62,1,3,144,3,21,0,0,2,3
831,2,68,57,1,38,33,1,9,0,1,2,3
832,1,69,42,1,23,19,3,0,0,1,2,3
833,1,30,24,1,3,30,1,7,0,1,5,1
834,3,22,30,0,8,41,2,8,0,0,1,1
835,2,10,20,1,1,20,2,0,0,1,4,1
836,1,72,59,1,12,65,3,21,0,1,6,2
837,2,34,24,1,5,17,4,0,0,1,2,4
838,2,43,49,1,18,66,1,22,0,0,4,3
839,3,31,37,1,15,18,4,5,0,0,3,4
840,2,6,27,1,5,26,4,2,0,0,5,4
841,2,48,42,0,21,46,4,4,0,0,1,2
842,2,50,25,0,6,19,1,5,0,0,3,1
843,3,20,41,1,19,58,2,6,0,1,2,1
844,3,61,73,0,10,25,1,21,1,0,1,3
845,2,6,21,0,0,15,2,1,0,1,1,1
846,2,1,22,0,2,35,2,2,0,0,1,1
847,1,21,43,0,13,41,2,1,0,1,1,1
848,3,7,32,0,1,71,4,3,0,0,2,1
849,3,65,56,1,19,608,3,34,0,1,2,3
850,1,64,37,0,10,44,4,9,0,1,1,2
851,3,4,30,0,0,41,2,0,0,0,2,1
852,1,67,45,1,22,83,3,11,0,1,2,3
853,2,22,35,0,12,28,2,3,0,0,2,1
854,3,51,37,1,17,101,2,10,0,1,2,2
855,1,50,28,0,6,28,1,10,0,1,1,2
856,1,31,47,1,18,35,2,0,0,0,2,3
857,3,4,28,0,0,39,2,3,0,1,1,1
858,3,60,56,0,19,51,4,11,0,0,1,3
859,3,7,31,1,12,31,2,7,0,1,6,1
860,3,20,40,0,2,209,4,15,0,1,1,1
861,2,19,23,1,4,37,3,1,0,1,4,1
862,3,58,37,1,5,64,4,8,0,1,2,4
863,3,65,64,0,20,88,3,26,0,1,1,3
864,3,72,61,1,34,61,1,8,0,0,3,3
865,3,8,42,0,3,66,3,10,0,0,1,1
866,2,33,40,1,14,19,3,5,0,0,2,3
867,3,18,34,1,4,42,2,14,0,1,5,1
868,2,24,31,1,6,41,2,13,0,0,5,3
869,3,70,36,0,8,50,1,15,0,1,1,1
870,1,7,38,0,4,70,4,4,0,0,1,1
871,3,70,59,0,27,85,1,19,0,1,1,3
872,2,20,48,1,21,45,3,2,0,1,2,1
873,3,54,32,1,12,27,1,9,0,0,2,3
874,3,36,48,0,28,29,1,2,0,0,1,1
875,3,71,53,1,29,48,4,0,0,1,2,3
876,1,17,41,0,4,32,2,3,0,0,1,1
877,1,18,45,1,17,43,1,9,0,0,3,3
878,1,16,27,0,8,16,5,0,0,1,1,1
879,3,38,30,1,6,22,2,3,0,1,2,2
880,1,52,45,1,19,40,3,9,0,1,3,3
881,1,46,48,1,12,256,3,25,0,0,6,3
882,2,31,46,0,23,144,4,13,0,0,1,1
883,2,23,31,0,10,45,4,0,0,0,2,1
884,2,38,56,1,34,34,2,0,0,1,3,3
885,2,50,54,0,15,248,3,28,0,1,1,3
886,2,16,49,0,17,41,2,5,0,0,1,1
887,2,14,34,1,4,27,4,1,0,1,2,3
888,2,30,52,0,23,17,3,3,0,1,1,1
889,3,22,47,1,0,44,4,11,0,1,3,4
890,1,38,55,1,12,135,2,24,0,0,4,3
891,3,59,26,1,3,41,4,1,0,1,3,2
892,2,54,55,0,1,587,3,33,0,0,1,3
893,3,9,40,0,13,38,4,7,0,1,1,1
894,1,67,67,1,38,49,2,10,0,1,2,3
895,2,24,44,0,19,33,3,0,0,1,2,4
896,2,12,55,1,13,36,1,5,0,1,2,1
897,1,26,47,0,13,54,3,0,0,0,1,1
898,2,3,32,0,4,58,2,11,0,0,4,1
899,2,20,46,0,2,23,5,4,0,1,2,1
900,3,5,52,1,0,97,5,9,0,0,2,4
901,3,58,53,0,19,207,3,12,0,1,1,4
902,1,54,28,1,2,21,3,3,0,0,4,1
903,2,52,39,0,6,119,3,18,0,1,1,2
904,2,38,30,1,10,25,1,5,0,1,4,1
905,2,19,46,0,5,59,3,17,0,0,1,1
906,2,22,33,1,2,24,1,3,0,0,4,3
907,1,49,35,1,15,113,4,4,0,0,5,4
908,3,5,39,0,0,22,1,0,0,1,2,1
909,2,18,69,0,28,11,1,17,1,0,1,3
910,3,43,29,0,4,33,1,13,0,1,4,1
911,3,17,50,0,2,205,5,19,0,0,1,1
912,2,37,33,0,4,41,3,8,0,1,3,2
913,2,8,39,0,0,39,1,7,0,1,1,1
914,2,51,46,1,8,107,2,21,0,1,6,2
915,1,71,55,1,11,198,1,31,0,1,3,4
916,1,56,53,1,23,100,5,14,0,1,2,2
917,3,70,68,0,21,1131,2,45,0,0,1,3
918,1,62,53,0,14,360,3,26,0,1,2,3
919,1,50,52,1,22,162,2,27,0,1,2,3
920,3,1,31,0,3,29,5,2,0,1,3,1
921,3,15,26,0,1,38,4,1,0,0,2,1
922,3,72,55,1,24,82,3,25,0,1,2,3
923,2,69,47,1,10,159,2,24,0,0,4,3
924,2,32,44,0,10,201,2,24,0,0,1,1
925,1,19,25,1,6,27,4,0,0,1,2,4
926,2,42,54,0,19,57,3,10,0,1,1,2
927,3,51,49,0,29,45,1,16,0,0,1,3
928,2,32,22,1,2,17,2,2,0,1,4,1
929,3,26,55,1,13,61,1,26,0,0,2,3
930,2,39,44,1,14,418,4,18,0,0,2,4
931,2,72,53,0,12,152,2,32,0,1,1,3
932,2,4,39,0,11,38,4,1,0,0,2,1
933,2,54,50,1,5,151,4,20,0,0,3,2
934,1,34,40,1,21,23,4,9,0,1,3,2
935,1,20,25,1,4,33,4,0,0,1,3,4
936,3,14,49,0,4,26,1,8,0,0,1,1
937,1,61,59,0,26,89,1,40,1,1,1,3
938,2,4,24,0,2,25,4,0,0,0,1,1
939,3,16,48,0,25,59,2,13,0,0,2,1
940,1,13,41,0,9,55,2,12,0,1,3,1
941,2,53,37,1,18,25,3,6,0,1,2,3
942,2,58,36,1,13,39,2,8,0,1,7,2
943,2,25,38,1,19,56,1,19,0,1,2,1
944,1,71,61,1,19,155,3,30,0,0,2,3
945,1,22,33,1,13,119,5,0,0,1,4,2
946,1,46,48,1,15,64,3,20,0,0,2,2
947,3,66,50,1,2,333,5,24,0,0,2,2
948,1,69,58,1,29,26,2,7,0,1,3,3
949,2,38,49,1,3,33,4,11,0,0,4,4
950,3,16,35,0,7,46,3,3,0,0,1,1
951,3,44,39,1,8,41,2,8,0,0,4,2
952,1,50,50,0,24,31,1,8,0,0,1,3
953,3,10,23,0,1,29,4,0,0,1,1,1
954,2,7,41,0,6,94,2,16,0,0,1,1
955,3,71,48,0,25,288,3,19,0,0,1,3
956,3,16,39,1,5,31,1,4,0,1,5,1
957,3,6,20,0,0,25,2,0,0,1,2,1
958,2,46,55,0,24,269,2,35,0,0,1,3
959,3,51,49,1,13,203,3,27,0,0,4,3
960,3,5,34,0,12,22,2,2,0,0,2,1
961,2,49,54,1,23,25,2,1,0,1,4,1
962,3,49,51,1,14,222,5,16,0,0,2,4
963,1,26,30,1,4,76,3,7,0,0,2,1
964,3,22,39,0,4,55,2,17,0,1,1,1
965,3,51,45,1,4,46,3,6,0,0,2,2
966,1,19,27,1,7,56,4,1,0,0,4,4
967,1,9,36,0,1,79,3,11,0,1,5,1
968,3,15,25,1,0,51,3,2,0,1,2,1
969,2,57,63,0,19,61,1,27,0,0,1,3
970,3,48,45,0,15,41,1,10,0,1,2,3
971,2,9,53,1,20,50,2,13,0,1,2,3
972,1,61,52,0,21,82,1,18,0,0,1,3
973,3,72,53,0,34,108,1,23,0,0,1,3
974,3,57,60,0,20,14,2,27,1,1,1,3
975,2,57,51,0,10,46,1,13,0,0,1,3
976,1,37,60,1,0,46,1,20,0,0,3,3
977,3,45,51,0,13,146,4,16,0,0,2,1
978,3,45,39,1,15,36,1,11,0,1,5,1
979,2,55,44,0,24,83,1,23,0,1,1,3
980,2,24,27,0,2,17,3,3,0,0,5,1
981,3,1,20,0,1,18,3,0,0,0,1,1
982,2,34,23,1,3,24,1,7,0,1,4,1
983,3,14,37,1,5,48,3,1,0,1,4,1
984,3,6,32,0,10,47,1,10,0,0,1,1
985,3,24,30,0,0,25,4,5,0,0,2,1
986,2,3,26,1,6,59,4,0,0,1,3,1
987,1,4,30,0,1,45,4,6,0,0,3,4
988,1,72,40,1,19,163,4,15,0,0,2,2
989,1,44,56,0,4,63,2,6,0,1,1,1
990,1,50,43,0,6,27,3,4,0,0,1,1
991,2,61,50,1,16,190,2,22,0,1,2,4
992,1,34,52,1,2,106,2,19,0,0,2,3
993,3,26,54,1,30,26,3,1,0,1,2,3
994,1,15,46,1,17,63,5,1,0,0,2,4
995,3,10,39,0,0,27,3,0,0,1,3,1
996,1,7,34,0,2,22,5,5,0,1,1,1
997,3,67,59,0,40,944,5,33,0,1,1,3
998,3,70,49,0,18,87,2,22,0,1,1,2
999,3,50,36,1,7,39,3,3,0,1,3,2
